user_id,email,username,age,subscription,transaction_date,city,region,product_category,price,status,store_id,raw_timestamp
570,user570@example.com,user_570,27,Basic,2023-08-11,New York,West,Furniture,,,S017,2024-06-27 05:03:00
521,user521@example.com,user_521,53,Premium,2024-11-22,Phoenix,South,Clothing,858.82,active,S020,2023-03-25 13:42:00
598,user598@example.com,user_598,31,Premium,2024-11-16,Dallas,East,Sports,1010.82,pending,S015,2023-11-20 02:00:00
470,user470@example.com,user_470,21,Premium,2024-07-04,Phoenix,North,Food,1322.49,inactive,S012,2023-10-19 05:28:00
557,user557@example.com,user_557,56,Standard,2023-01-09,Boston,North,Clothing,210.09,active,S004,2024-07-20 04:17:00
289,user289@example.com,user_289,28,Standard,2024-10-11,Los Angeles,South,Sports,1270.69,active,S014,2023-10-11 01:00:00
342,user342@example.com,user_342,31,Premium,2024-03-28,Boston,South,Electronics,1418.13,inactive,S018,2023-02-06 11:37:00
566,user566@example.com,user_566,34,Basic,2023-02-10,Dallas,East,Books,536.98,,S020,2023-06-08 07:55:00
167,user167@example.com,user_167,41,Premium,2023-07-03,Dallas,South,Books,1183.19,active,S013,2023-02-09 15:14:00
205,user205@example.com,user_205,34,Premium,2023-08-17,New York,East,Toys,1297.89,pending,S012,2024-10-18 16:25:00
696,user696@example.com,user_696,16,Premium,2023-09-25,Houston,North,Electronics,657.5,pending,S014,2024-09-12 16:07:00
395,user395@example.com,user_395,17,Standard,2024-03-22,New York,East,Furniture,1423.82,pending,S020,2023-11-18 21:54:00
128,user128@example.com,user_128,34,Standard,2024-02-23,Dallas,South,Sports,295.84,,S006,2024-09-22 18:19:00
416,user416@example.com,,33,Premium,2024-03-16,Denver,North,Beauty,1016.68,,S006,2024-11-05 02:18:00
528,user528@example.com,user_528,20,Premium,2024-11-19,Los Angeles,East,Books,78.86,,S020,2023-03-16 14:26:00
645,user645@example.com,user_645,39,Basic,2024-02-14,Phoenix,East,Electronics,1292.06,active,S014,2023-08-13 05:51:00
713,user713@example.com,user_713,30,Premium,2024-04-12,Houston,South,Furniture,1338.22,,S018,2024-04-01 05:47:00
487,user487@example.com,user_487,55,Basic,2024-06-17,Miami,East,Sports,1073.18,inactive,S009,2023-12-10 10:57:00
554,user554@example.com,user_554,39,Standard,2023-06-06,Phoenix,West,Toys,818.49,,S002,2023-07-31 13:24:00
789,user789@example.com,user_789,63,Standard,2024-01-25,Miami,West,Furniture,591.08,,S018,2024-07-13 19:57:00
226,user226@example.com,user_226,46,Premium,2024-02-03,Dallas,South,Food,1380.12,active,S013,2024-08-29 18:42:00
28,user28@example.com,user_28,44,Premium,2023-02-21,Los Angeles,South,Furniture,497.0,,S009,2024-03-07 08:53:00
84,user84@example.com,user_84,18,Basic,2023-08-18,Chicago,West,Electronics,307.05,active,S020,2023-06-06 07:08:00
485,user485@example.com,user_485,28,Basic,2024-12-17,Los Angeles,North,Food,1445.96,active,S006,2023-11-15 03:37:00
27,user27@example.com,user_27,39,Basic,2023-07-23,Chicago,East,Clothing,459.36,active,S019,2023-02-12 11:34:00
439,user439@example.com,user_439,56,Basic,2023-01-13,Seattle,South,Clothing,549.66,,S005,2024-03-21 05:46:00
535,user535@example.com,user_535,49,Basic,2024-04-21,Seattle,North,Furniture,1247.79,active,S009,2024-04-06 07:48:00
476,user476@example.com,user_476,36,Premium,2024-05-21,Dallas,East,Beauty,1198.77,pending,S009,2024-09-02 22:56:00
283,user283@example.com,user_283,27,Premium,2023-09-05,Seattle,South,Books,972.4,,S015,2023-01-18 02:18:00
227,user227@example.com,user_227,57,Standard,2024-01-13,Miami,North,Toys,830.08,pending,S015,2023-10-05 09:16:00
237,user237@example.com,user_237,22,Standard,2024-07-02,Houston,East,Books,421.98,pending,S004,2023-07-18 09:14:00
370,user370@example.com,,49,Premium,2023-10-08,New York,West,Sports,198.16,,S004,2023-01-13 18:18:00
481,user481@example.com,user_481,18,Basic,2024-05-04,Chicago,West,Toys,869.76,active,S005,2023-06-02 18:19:00
88,user88@example.com,user_88,63,Basic,2024-09-12,Denver,East,Toys,669.65,,S010,2024-08-05 19:03:00
625,user625@example.com,user_625,63,Premium,2024-10-02,Phoenix,North,Clothing,268.98,active,S006,2023-01-03 13:28:00
706,user706@example.com,user_706,29,Basic,2024-12-24,Los Angeles,South,Clothing,1386.63,inactive,S014,2023-04-28 17:14:00
664,user664@example.com,user_664,24,Premium,2023-03-03,Houston,North,Sports,708.36,pending,S013,2023-10-06 16:34:00
506,user506@example.com,user_506,42,Standard,2023-11-27,Denver,North,Electronics,1443.25,active,S009,2024-08-13 01:48:00
775,user775@example.com,user_775,43,Basic,2023-07-05,Denver,South,Beauty,710.32,,S011,2023-11-25 21:06:00
165,user165@example.com,user_165,33,Standard,2024-02-15,Boston,West,Beauty,386.07,active,S013,2024-06-10 00:42:00
556,user556@example.com,user_556,48,Basic,2024-09-29,Miami,South,Electronics,828.34,pending,S015,2024-12-16 15:07:00
30,user30@example.com,user_30,30,Standard,2023-06-12,Los Angeles,West,Toys,1488.46,active,S015,2023-05-01 20:53:00
158,user158@example.com,user_158,47,Standard,2023-10-07,Seattle,South,Beauty,831.38,,S007,2024-09-05 16:47:00
140,user140@example.com,user_140,65,Basic,2023-12-15,Boston,North,Electronics,454.85,,S005,2024-04-02 17:30:00
354,user354@example.com,user_354,39,Basic,2023-11-26,Phoenix,East,Toys,1165.56,active,S011,2024-04-29 22:58:00
831,user831@example.com,user_831,65,Standard,2023-06-05,Miami,West,Food,889.37,active,S015,2023-04-13 16:58:00
468,,user_468,56,Premium,2023-03-18,Miami,North,Furniture,602.25,active,S011,2024-11-21 17:24:00
325,user325@example.com,user_325,46,Standard,2023-02-06,Denver,West,Books,1382.18,inactive,S003,2024-03-20 03:48:00
649,user649@example.com,user_649,25,Standard,2023-11-03,New York,West,Furniture,447.12,pending,S014,2023-05-30 07:33:00
422,user422@example.com,user_422,25,Premium,2023-03-22,Denver,South,Books,878.9,inactive,S015,2024-10-15 08:29:00
262,user262@example.com,user_262,44,Basic,2024-11-24,Boston,East,Clothing,524.89,pending,S014,2024-12-07 08:29:00
310,user310@example.com,user_310,45,Premium,2023-08-31,Seattle,North,Sports,449.89,,S009,2023-01-09 18:55:00
703,user703@example.com,user_703,53,Standard,2024-05-23,Los Angeles,East,Furniture,293.3,pending,S005,2024-10-05 03:57:00
643,user643@example.com,user_643,43,Premium,2024-08-16,Dallas,East,Clothing,496.81,,S006,2023-07-25 04:50:00
553,user553@example.com,user_553,47,Basic,2023-06-18,Los Angeles,South,Sports,514.69,active,S015,2023-03-19 04:48:00
232,user232@example.com,user_232,40,Standard,2024-01-10,Chicago,South,Electronics,194.15,pending,S009,2024-08-21 12:52:00
654,user654@example.com,user_654,29,Basic,2023-01-26,Denver,North,Books,956.75,,S010,2024-10-26 13:07:00
144,,,46,Premium,2023-04-10,Phoenix,East,Toys,1009.02,,S019,2023-06-08 13:41:00
102,user102@example.com,user_102,32,Premium,2024-12-07,Dallas,East,Beauty,361.81,pending,S004,2024-12-03 11:34:00
661,user661@example.com,user_661,27,Premium,2024-04-10,Chicago,East,Electronics,,pending,S008,2023-05-09 18:13:00
71,user71@example.com,user_71,52,Premium,2023-08-27,Dallas,East,Electronics,1476.2,inactive,S018,2023-09-14 05:07:00
677,user677@example.com,user_677,37,Premium,2024-08-25,Dallas,West,Food,198.87,,S017,2023-04-27 23:04:00
488,user488@example.com,user_488,52,Premium,2024-04-07,Boston,East,Electronics,1364.04,pending,S015,2024-10-20 00:03:00
491,user491@example.com,user_491,21,Basic,2024-12-30,Miami,West,Clothing,231.02,inactive,S009,2024-10-01 20:37:00
562,user562@example.com,user_562,53,Standard,2023-10-29,Miami,South,Clothing,180.48,inactive,S014,2024-04-07 07:26:00
348,user348@example.com,user_348,61,Premium,2023-11-17,Seattle,North,Sports,237.43,,S003,2023-04-04 02:05:00
443,user443@example.com,user_443,23,Standard,2023-03-03,Denver,North,Clothing,1311.67,,S002,2023-10-22 19:19:00
361,user361@example.com,user_361,24,Standard,2024-05-08,Phoenix,West,Furniture,557.67,pending,S019,2023-08-20 13:54:00
575,user575@example.com,user_575,54,Standard,2024-10-20,Boston,West,Sports,,pending,S010,2023-12-14 11:00:00
186,user186@example.com,user_186,40,Premium,2023-05-26,New York,West,Books,685.93,inactive,S012,2023-11-16 23:20:00
796,user796@example.com,user_796,18,Premium,2023-06-11,Denver,West,Clothing,996.29,,S020,2024-03-28 13:17:00
221,user221@example.com,user_221,42,Premium,2023-10-18,Denver,South,Sports,,,S020,2023-02-26 00:13:00
309,user309@example.com,user_309,63,Basic,2023-10-24,Dallas,West,Electronics,651.68,inactive,S013,2024-06-29 22:14:00
513,user513@example.com,user_513,37,Premium,2024-02-11,New York,South,Electronics,126.02,pending,S019,2024-03-15 18:25:00
727,user727@example.com,user_727,40,Premium,2023-11-29,Houston,South,Furniture,1268.28,inactive,S014,2024-08-26 12:33:00
81,user81@example.com,user_81,36,Premium,2023-12-08,Houston,West,Clothing,298.92,pending,S012,2024-10-22 04:15:00
106,user106@example.com,user_106,53,Premium,2024-11-02,Chicago,East,Beauty,849.97,,S019,2024-10-20 20:39:00
331,user331@example.com,user_331,24,Basic,2023-03-11,Miami,South,Sports,891.22,pending,S017,2023-03-17 09:29:00
463,,user_463,33,Premium,2024-10-22,Chicago,South,Beauty,1431.8,active,S015,2024-08-08 20:12:00
330,user330@example.com,user_330,18,Basic,2023-04-16,Dallas,West,Food,,,S015,2024-06-20 16:39:00
163,user163@example.com,user_163,39,Basic,2023-12-13,Denver,West,Furniture,150.81,,S010,2023-09-16 23:54:00
673,user673@example.com,user_673,24,Basic,2023-03-25,Denver,East,Furniture,987.52,,S005,2024-09-01 22:05:00
318,user318@example.com,user_318,36,Premium,2024-11-17,Boston,West,Toys,37.16,pending,S006,2023-08-08 10:49:00
498,user498@example.com,user_498,24,Premium,2023-10-30,Chicago,West,Furniture,930.87,,S005,2023-06-16 05:53:00
710,user710@example.com,user_710,25,Standard,2024-03-24,New York,South,Furniture,363.92,,S020,2023-10-19 23:50:00
460,user460@example.com,user_460,65,Basic,2023-07-18,Dallas,South,Beauty,1169.4,,S006,2023-07-24 19:08:00
257,user257@example.com,user_257,38,Standard,2023-04-16,Boston,West,Sports,248.87,,S017,2023-05-31 13:05:00
228,user228@example.com,user_228,16,Basic,2023-02-24,Seattle,North,Books,131.59,inactive,S001,2023-11-23 03:53:00
732,user732@example.com,user_732,23,Premium,2023-10-21,Miami,East,Beauty,17.82,active,S001,2023-09-20 06:53:00
154,user154@example.com,user_154,48,Basic,2023-04-24,Los Angeles,East,Sports,365.27,,S003,2023-04-24 15:38:00
549,,user_549,30,Standard,2023-05-28,Los Angeles,South,Electronics,368.44,,S006,2024-11-11 21:05:00
537,user537@example.com,user_537,48,Standard,2024-06-03,Boston,West,Toys,74.87,,S012,2023-09-17 23:01:00
366,user366@example.com,user_366,61,Standard,2024-10-05,Chicago,North,Food,,pending,S006,2024-12-02 14:44:00
491,user491@example.com,user_491,19,Standard,2024-04-13,New York,North,Books,,inactive,S002,2023-11-20 09:32:00
408,user408@example.com,user_408,31,Premium,2024-10-24,Phoenix,North,Furniture,81.23,pending,S009,2023-05-08 11:27:00
410,user410@example.com,user_410,39,Basic,2023-07-11,Miami,South,Furniture,783.72,active,S014,2023-03-22 13:38:00
843,user843@example.com,user_843,21,Premium,2023-12-02,Los Angeles,North,Beauty,644.91,,S012,2024-04-02 01:46:00
362,user362@example.com,user_362,55,Premium,2023-03-18,Seattle,North,Food,222.74,,S002,2023-05-10 02:15:00
798,user798@example.com,user_798,51,Premium,2024-09-11,Houston,South,Furniture,1147.0,inactive,S017,2024-01-11 12:20:00
666,user666@example.com,user_666,16,Standard,2023-07-10,Miami,South,Clothing,397.83,,S007,2024-09-18 09:44:00
503,user503@example.com,user_503,19,Basic,2023-06-26,Miami,West,Furniture,1067.22,pending,S010,2023-06-11 22:45:00
718,user718@example.com,user_718,47,Premium,2023-05-05,Phoenix,East,Books,49.16,pending,S015,2024-07-18 04:39:00
89,user89@example.com,user_89,60,Standard,2024-05-05,Boston,South,Toys,119.89,pending,S003,2024-04-05 14:43:00
530,user530@example.com,user_530,64,Standard,2024-10-17,Denver,East,Food,1366.96,active,S004,2024-06-14 04:19:00
169,user169@example.com,user_169,29,Basic,2024-06-15,Los Angeles,West,Sports,1434.96,pending,S005,2024-10-02 09:39:00
547,user547@example.com,user_547,52,Standard,2023-06-07,Houston,North,Electronics,52.28,active,S019,2023-09-29 20:13:00
786,user786@example.com,user_786,16,Basic,2024-10-04,Boston,North,Sports,1208.99,,S010,2024-04-09 02:44:00
62,user62@example.com,user_62,44,Premium,2023-12-15,Denver,East,Furniture,485.78,pending,S013,2023-05-14 11:32:00
576,user576@example.com,user_576,22,Basic,2024-04-05,Phoenix,East,Clothing,,,S020,2024-03-04 07:55:00
164,user164@example.com,user_164,61,Basic,2023-07-14,Houston,South,Beauty,469.73,active,S003,2024-02-07 16:29:00
247,user247@example.com,user_247,18,Basic,2024-05-21,Denver,South,Sports,1272.29,,S005,2023-09-28 23:23:00
783,user783@example.com,user_783,18,Standard,2024-07-29,Phoenix,North,Sports,761.34,pending,S020,2024-11-27 19:07:00
132,user132@example.com,user_132,65,Basic,2024-07-25,Dallas,East,Books,608.07,active,S002,2023-02-09 04:45:00
342,user342@example.com,user_342,24,Standard,2024-06-11,Houston,North,Furniture,1486.02,pending,S019,2023-12-11 16:53:00
522,user522@example.com,user_522,34,Basic,2023-01-18,Dallas,North,Clothing,879.72,active,S020,2024-04-30 08:41:00
802,user802@example.com,user_802,29,Standard,2023-02-22,Denver,South,Food,1084.56,,S005,2024-11-28 07:02:00
587,user587@example.com,user_587,16,Basic,2023-11-18,Seattle,East,Toys,621.46,,S002,2024-12-23 04:33:00
213,user213@example.com,user_213,45,Standard,2024-01-21,Dallas,East,Beauty,520.07,pending,S009,2024-09-16 15:12:00
253,user253@example.com,user_253,34,Basic,2024-12-22,Phoenix,South,Furniture,845.13,pending,S010,2023-05-05 18:43:00
557,user557@example.com,user_557,37,Premium,2023-10-25,New York,North,Clothing,669.14,pending,S016,2023-08-08 06:52:00
552,user552@example.com,user_552,32,Premium,2023-04-22,Denver,East,Books,,inactive,S008,2023-02-23 03:26:00
339,user339@example.com,user_339,64,Premium,2023-01-06,Boston,East,Toys,1322.16,,S016,2024-10-28 06:48:00
295,user295@example.com,user_295,64,Premium,2024-10-29,Denver,East,Electronics,270.85,inactive,S002,2024-02-11 15:11:00
767,user767@example.com,user_767,17,Premium,2023-11-02,Denver,West,Furniture,1483.76,,S005,2024-05-31 14:17:00
198,user198@example.com,user_198,61,Basic,2024-10-25,Los Angeles,East,Electronics,1188.24,inactive,S006,2024-09-17 20:57:00
416,user416@example.com,user_416,20,Basic,2024-11-16,Chicago,East,Food,1404.38,active,S009,2024-01-28 07:28:00
772,user772@example.com,user_772,52,Standard,2024-08-09,New York,North,Furniture,102.57,active,S015,2023-11-11 05:25:00
703,user703@example.com,user_703,60,Basic,2024-12-07,Chicago,North,Furniture,336.5,inactive,S016,2023-06-06 14:47:00
621,user621@example.com,user_621,45,Standard,2024-11-11,Phoenix,East,Clothing,796.98,pending,S003,2024-07-31 03:03:00
849,user849@example.com,user_849,51,Standard,2023-06-03,Houston,North,Beauty,316.05,,S003,2024-06-06 14:51:00
57,user57@example.com,user_57,44,Standard,2023-03-01,Boston,South,Sports,599.96,active,S007,2024-08-15 02:02:00
434,user434@example.com,user_434,18,Premium,2024-04-28,New York,North,Toys,211.79,,S012,2024-01-27 14:55:00
387,user387@example.com,user_387,57,Standard,2023-05-17,Dallas,West,Food,595.66,inactive,S008,2023-01-04 00:19:00
475,user475@example.com,user_475,49,Basic,2023-08-24,Phoenix,South,Furniture,290.84,active,S002,2024-11-07 13:39:00
785,user785@example.com,user_785,30,Premium,2023-03-10,Chicago,West,Beauty,1057.9,active,S008,2023-02-15 12:28:00
240,user240@example.com,user_240,64,Premium,2023-05-24,Boston,North,Books,1099.96,pending,S019,2024-09-04 21:52:00
329,user329@example.com,user_329,57,Standard,2023-08-15,Seattle,North,Sports,1423.3,inactive,S014,2024-07-23 15:03:00
353,user353@example.com,user_353,65,Standard,2023-11-23,Seattle,South,Food,283.98,,S008,2023-08-19 09:54:00
725,user725@example.com,user_725,18,Standard,2024-02-27,Seattle,East,Toys,312.97,active,S015,2024-01-15 02:34:00
742,user742@example.com,user_742,39,Standard,2024-09-11,Denver,West,Clothing,1144.93,inactive,S016,2023-08-02 10:19:00
16,user16@example.com,user_16,62,Premium,2024-05-05,Phoenix,East,Toys,832.6,pending,S013,2024-04-22 17:41:00
368,user368@example.com,user_368,46,Basic,2023-04-11,Miami,North,Books,626.76,inactive,S005,2023-01-17 08:35:00
599,user599@example.com,user_599,24,Premium,2023-12-04,Phoenix,South,Books,985.37,pending,S009,2024-05-15 23:41:00
758,user758@example.com,user_758,65,Basic,2023-06-23,Houston,South,Food,817.78,active,S017,2023-02-04 02:52:00
685,,,23,Standard,2023-08-25,Chicago,East,Electronics,689.45,active,S020,2024-10-15 21:59:00
632,user632@example.com,user_632,16,Premium,2024-06-28,Boston,South,Electronics,,pending,S018,2023-10-21 00:32:00
833,user833@example.com,user_833,26,Premium,2023-04-09,Boston,East,Books,794.42,pending,S009,2024-02-11 02:23:00
416,user416@example.com,user_416,59,Premium,2023-11-04,Chicago,West,Clothing,571.98,,S002,2024-10-14 00:44:00
176,user176@example.com,user_176,56,Basic,2024-08-02,Chicago,West,Books,1303.49,,S009,2023-02-17 02:43:00
288,user288@example.com,user_288,17,Premium,2023-11-19,New York,East,Food,1071.94,,S003,2023-11-03 05:36:00
247,user247@example.com,user_247,58,Standard,2023-12-06,Seattle,East,Clothing,1461.74,active,S004,2024-03-23 07:53:00
78,user78@example.com,user_78,53,Basic,2023-12-01,New York,North,Beauty,540.16,,S014,2023-07-10 21:37:00
677,user677@example.com,user_677,33,Premium,2023-03-17,Chicago,North,Food,1178.0,inactive,S013,2023-11-21 11:06:00
94,,user_94,38,Basic,2023-04-15,Houston,West,Food,839.91,,S004,2023-01-27 02:22:00
568,user568@example.com,user_568,35,Basic,2023-01-13,Los Angeles,South,Toys,1090.02,inactive,S019,2024-06-17 05:43:00
390,user390@example.com,user_390,32,Basic,2023-05-30,Chicago,East,Toys,456.63,active,S012,2023-09-15 07:46:00
641,user641@example.com,user_641,44,Premium,2023-05-19,Los Angeles,West,Toys,934.09,pending,S015,2023-12-09 13:52:00
844,user844@example.com,user_844,23,Basic,2023-11-25,Denver,East,Beauty,1447.22,pending,S010,2024-12-12 20:31:00
590,user590@example.com,user_590,32,Basic,2024-01-09,Chicago,East,Food,829.65,,S007,2024-03-24 09:53:00
710,user710@example.com,user_710,65,Basic,2024-11-20,Miami,East,Sports,991.41,,S013,2023-03-17 14:38:00
491,user491@example.com,user_491,59,Basic,2024-07-10,New York,North,Clothing,379.86,pending,S006,2024-10-24 19:02:00
577,user577@example.com,user_577,40,Basic,2024-03-16,Chicago,West,Clothing,770.91,inactive,S015,2024-01-19 12:29:00
791,user791@example.com,user_791,24,Basic,2023-01-26,Miami,West,Sports,1442.97,active,S005,2023-12-23 09:21:00
467,user467@example.com,user_467,37,Basic,2023-04-10,Miami,South,Furniture,76.58,active,S001,2023-12-18 20:06:00
694,user694@example.com,user_694,62,Premium,2024-06-12,Houston,East,Furniture,1438.11,inactive,S013,2024-10-06 05:11:00
656,user656@example.com,user_656,62,Standard,2023-07-22,Miami,South,Toys,,inactive,S007,2023-10-13 22:51:00
816,user816@example.com,user_816,49,Premium,2024-01-10,Dallas,East,Beauty,1009.35,,S017,2024-10-16 10:38:00
398,user398@example.com,user_398,37,Basic,2024-04-13,Denver,East,Sports,889.35,inactive,S011,2023-05-01 07:19:00
120,user120@example.com,user_120,47,Basic,2024-03-04,Denver,East,Toys,735.14,inactive,S018,2023-06-20 15:18:00
144,user144@example.com,user_144,54,Premium,2024-01-03,New York,South,Food,582.08,,S014,2024-12-02 15:26:00
728,user728@example.com,user_728,20,Standard,2023-02-01,Phoenix,North,Electronics,811.04,inactive,S015,2024-08-02 23:49:00
785,user785@example.com,user_785,51,Premium,2023-10-02,Boston,North,Electronics,667.64,inactive,S014,2023-04-15 23:53:00
670,user670@example.com,user_670,17,Basic,2023-09-27,Dallas,West,Beauty,184.91,inactive,S007,2024-08-25 22:22:00
728,user728@example.com,user_728,54,Premium,2023-07-31,Phoenix,West,Furniture,899.32,inactive,S011,2024-12-21 09:18:00
587,user587@example.com,user_587,58,Premium,2023-05-19,Seattle,West,Sports,199.06,inactive,S008,2023-05-30 22:20:00
849,user849@example.com,user_849,40,Basic,2023-05-26,Denver,North,Toys,122.52,active,S013,2024-06-11 23:17:00
712,user712@example.com,user_712,46,Basic,2024-08-18,New York,West,Beauty,1048.96,active,S018,2024-02-12 06:27:00
845,user845@example.com,user_845,33,Basic,2024-07-14,Denver,East,Beauty,1342.29,active,S002,2023-04-12 20:50:00
471,,user_471,25,Basic,2024-04-12,New York,South,Books,1365.02,pending,S006,2023-10-08 02:41:00
370,user370@example.com,user_370,56,Premium,2023-02-23,Seattle,North,Books,145.89,active,S001,2023-08-07 15:04:00
136,user136@example.com,user_136,43,Premium,2023-01-09,Dallas,West,Toys,721.77,inactive,S013,2023-04-02 23:51:00
105,user105@example.com,user_105,34,Premium,2024-01-27,Houston,East,Clothing,22.63,inactive,S015,2023-12-26 23:13:00
644,user644@example.com,user_644,54,Standard,2024-03-29,Phoenix,West,Clothing,193.5,,S012,2024-03-15 10:50:00
144,user144@example.com,user_144,30,Standard,2024-09-07,Denver,North,Electronics,991.02,pending,S007,2024-06-14 19:32:00
194,user194@example.com,user_194,18,Premium,2024-05-21,Seattle,West,Books,894.96,active,S012,2023-11-21 04:24:00
583,user583@example.com,user_583,26,Basic,2023-03-16,New York,West,Electronics,69.34,active,S013,2024-06-02 09:40:00
730,user730@example.com,user_730,59,Basic,2023-03-26,Boston,East,Sports,127.74,inactive,S005,2024-07-03 10:25:00
601,user601@example.com,user_601,58,Standard,2023-03-09,Los Angeles,South,Books,,active,S014,2023-04-29 14:39:00
624,user624@example.com,user_624,57,Standard,2023-06-29,Chicago,West,Food,254.11,pending,S017,2024-06-13 23:16:00
171,user171@example.com,user_171,32,Standard,2023-05-01,New York,North,Toys,105.17,active,S016,2024-04-11 16:23:00
57,user57@example.com,user_57,38,Premium,2023-09-19,Chicago,West,Books,13.83,active,S008,2023-02-17 15:23:00
393,user393@example.com,user_393,17,Standard,2024-11-02,Seattle,East,Furniture,1374.62,pending,S009,2023-03-21 18:23:00
123,user123@example.com,user_123,26,Premium,2024-06-12,New York,South,Clothing,1300.39,pending,S011,2023-03-30 17:29:00
9,user9@example.com,user_9,65,Basic,2024-09-29,Phoenix,South,Furniture,745.11,inactive,S018,2023-09-09 04:00:00
420,,user_420,55,Standard,2023-01-10,Dallas,West,Toys,1093.55,active,S007,2024-06-26 07:26:00
504,user504@example.com,user_504,24,Standard,2023-10-14,Chicago,West,Books,784.44,pending,S015,2023-03-28 18:06:00
518,user518@example.com,user_518,19,Standard,2024-08-04,New York,South,Food,398.88,pending,S013,2024-12-18 23:20:00
326,user326@example.com,user_326,27,Premium,2024-08-21,Chicago,East,Clothing,704.42,,S004,2024-07-02 11:49:00
213,user213@example.com,user_213,22,Premium,2023-06-11,Los Angeles,West,Books,498.41,active,S008,2023-12-31 12:32:00
51,user51@example.com,user_51,26,Premium,2024-02-19,Miami,East,Clothing,1207.81,inactive,S004,2023-01-13 01:53:00
800,user800@example.com,user_800,40,Basic,2024-12-03,Chicago,North,Clothing,,active,S007,2024-10-23 14:51:00
132,user132@example.com,user_132,36,Premium,2023-02-13,Miami,West,Food,655.4,,S016,2023-01-31 12:43:00
437,user437@example.com,user_437,26,Basic,2023-10-14,Miami,East,Electronics,929.3,pending,S016,2024-02-26 17:30:00
63,user63@example.com,user_63,41,Premium,2024-10-20,Boston,East,Electronics,1175.05,pending,S016,2024-07-11 15:22:00
580,user580@example.com,user_580,26,Premium,2023-11-23,Denver,East,Electronics,1170.02,active,S016,2024-06-26 11:49:00
599,user599@example.com,user_599,21,Premium,2024-11-03,Phoenix,North,Electronics,1422.23,,S012,2023-06-27 05:15:00
607,user607@example.com,user_607,37,Standard,2023-01-29,Dallas,East,Books,1217.5,,S018,2023-11-13 05:31:00
39,user39@example.com,user_39,29,Premium,2024-06-23,Miami,West,Furniture,310.18,inactive,S011,2023-07-01 10:03:00
23,user23@example.com,user_23,24,Premium,2024-06-22,Dallas,West,Furniture,996.59,active,S011,2023-11-06 10:08:00
162,user162@example.com,user_162,55,Basic,2024-10-26,Dallas,East,Furniture,887.54,inactive,S013,2023-11-11 23:44:00
302,user302@example.com,user_302,59,Standard,2024-02-05,Denver,West,Food,1382.35,inactive,S019,2023-04-17 15:09:00
340,user340@example.com,user_340,35,Premium,2024-10-13,Chicago,North,Beauty,,inactive,S008,2024-12-10 02:22:00
263,user263@example.com,user_263,18,Basic,2024-03-24,Seattle,East,Toys,574.28,,S004,2024-05-05 18:41:00
777,user777@example.com,user_777,19,Premium,2023-10-29,New York,North,Sports,120.56,inactive,S013,2023-06-14 23:04:00
561,user561@example.com,user_561,36,Standard,2024-09-20,Miami,West,Toys,255.85,,S006,2023-02-24 03:21:00
211,user211@example.com,user_211,50,Standard,2024-07-07,Los Angeles,North,Sports,83.96,,S005,2023-02-25 11:00:00
438,user438@example.com,user_438,55,Standard,2024-05-06,Phoenix,West,Electronics,960.9,active,S016,2023-04-29 09:50:00
408,user408@example.com,user_408,31,Premium,2024-10-19,Boston,South,Food,578.35,inactive,S015,2023-02-15 08:28:00
